Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Peru,PER,2013,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.06427293
Peru,PER,2012,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.900686834
Peru,PER,2011,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.753419701
Peru,PER,2010,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.618561874
Peru,PER,2009,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.481462288
Peru,PER,2008,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.362119882
Peru,PER,2007,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.254705237
Peru,PER,2006,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.151192866
Peru,PER,2005,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.044859707
Peru,PER,2004,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.858134138
Peru,PER,2003,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.664347285
Peru,PER,2002,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.462498943
Peru,PER,2001,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.253581348
Peru,PER,2000,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.038253744
Peru,PER,1999,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.900341195
Peru,PER,1998,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.758967189
Peru,PER,1997,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.615605927
Peru,PER,1996,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.473536716
Peru,PER,1995,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.334159659
Peru,PER,1994,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.243262573
Peru,PER,1993,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.161585464
Peru,PER,1992,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.085836045
Peru,PER,1991,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.010367706
Peru,PER,1990,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.930159565
Peru,PER,1989,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.895463369
Peru,PER,1988,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.861356985
Peru,PER,1987,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.826119454
Peru,PER,1986,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.788499472
Peru,PER,1985,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.746316245
Peru,PER,1984,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.754338555
Peru,PER,1983,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.764310906
Peru,PER,1982,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.77184918
Peru,PER,1981,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.769630353
Peru,PER,1980,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.75049825
Peru,PER,1979,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.776242731
Peru,PER,1978,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.789559186
Peru,PER,1977,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.788775027
Peru,PER,1976,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.773783826
Peru,PER,1975,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.742947975
Peru,PER,1974,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.747159473
Peru,PER,1973,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.739010275
Peru,PER,1972,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.719114687
Peru,PER,1971,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.690183916
Peru,PER,1970,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.653130918
Peru,PER,1969,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.680942178
Peru,PER,1968,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.710444872
Peru,PER,1967,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.734224241
Peru,PER,1966,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.738155605
Peru,PER,1965,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.709569441
Peru,PER,1964,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.718793197
Peru,PER,1963,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.699268805
Peru,PER,1962,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.651820274
Peru,PER,1961,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.582857202
Peru,PER,1960,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.495663271
Peru,PER,2017,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,41.83287518
Peru,PER,2016,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,42.31075946
Peru,PER,2015,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,42.73276878
Peru,PER,2014,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,43.25083907
Peru,PER,2013,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,43.75011889
Peru,PER,2012,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,44.26526695
Peru,PER,2011,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,44.85860787
Peru,PER,2010,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,45.56444338
Peru,PER,2009,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,46.42770975
Peru,PER,2008,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,47.40910224
Peru,PER,2007,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,48.46904232
Peru,PER,2006,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,49.54297691
Peru,PER,2005,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,50.58927885
Peru,PER,2004,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,51.79355112
Peru,PER,2003,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,53.00259445
Peru,PER,2002,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,54.19006273
Peru,PER,2001,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,55.36044243
Peru,PER,2000,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,56.54121501
Peru,PER,1999,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,57.54071934
Peru,PER,1998,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,58.47708443
Peru,PER,1997,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,59.37806083
Peru,PER,1996,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,60.2964621
Peru,PER,1995,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,61.26061109
Peru,PER,1994,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,62.42830337
Peru,PER,1993,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,63.67826127
Peru,PER,1992,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,64.94743529
Peru,PER,1991,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,66.0821936
Peru,PER,1990,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,66.97284284
Peru,PER,1989,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,68.1499878
Peru,PER,1988,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,69.1332236
Peru,PER,1987,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,69.99977953
Peru,PER,1986,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,70.95066316
Peru,PER,1985,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,72.12164696
Peru,PER,1984,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,73.36749247
Peru,PER,1983,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,74.76038283
Peru,PER,1982,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,76.19141457
Peru,PER,1981,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,77.41748481
Peru,PER,1980,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,78.24893212
Peru,PER,1979,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,79.42084545
Peru,PER,1978,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,80.35890653
Peru,PER,1977,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,81.09411596
Peru,PER,1976,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,81.71510062
Peru,PER,1975,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,82.2718064
Peru,PER,1974,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,83.11422602
Peru,PER,1973,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,83.85088563
Peru,PER,1972,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,84.45201749
Peru,PER,1971,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,84.88958501
Peru,PER,1970,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,85.12825754
Peru,PER,1969,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,85.65103723
Peru,PER,1968,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,86.06827294
Peru,PER,1967,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,86.31115873
Peru,PER,1966,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,86.2258236
Peru,PER,1965,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,85.67803328
Peru,PER,1964,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,85.56011363
Peru,PER,1963,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,85.11182801
Peru,PER,1962,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,84.38070595
Peru,PER,1961,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,83.48862821
Peru,PER,1960,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,82.50273593
Peru,PER,2017,Number of infant deaths,SH.DTH.IMRT,7073
Peru,PER,2016,Number of infant deaths,SH.DTH.IMRT,7385
Peru,PER,2015,Number of infant deaths,SH.DTH.IMRT,7724
Peru,PER,2014,Number of infant deaths,SH.DTH.IMRT,8091
Peru,PER,2013,Number of infant deaths,SH.DTH.IMRT,8471
Peru,PER,2012,Number of infant deaths,SH.DTH.IMRT,8853
Peru,PER,2011,Number of infant deaths,SH.DTH.IMRT,9248
Peru,PER,2010,Number of infant deaths,SH.DTH.IMRT,9665
Peru,PER,2009,Number of infant deaths,SH.DTH.IMRT,10124
Peru,PER,2008,Number of infant deaths,SH.DTH.IMRT,10638
Peru,PER,2007,Number of infant deaths,SH.DTH.IMRT,11226
Peru,PER,2006,Number of infant deaths,SH.DTH.IMRT,11902
Peru,PER,2005,Number of infant deaths,SH.DTH.IMRT,12678
Peru,PER,2004,Number of infant deaths,SH.DTH.IMRT,13570
Peru,PER,2003,Number of infant deaths,SH.DTH.IMRT,14578
Peru,PER,2002,Number of infant deaths,SH.DTH.IMRT,15724
Peru,PER,2001,Number of infant deaths,SH.DTH.IMRT,17015
Peru,PER,2000,Number of infant deaths,SH.DTH.IMRT,18477
Peru,PER,1999,Number of infant deaths,SH.DTH.IMRT,20104
Peru,PER,1998,Number of infant deaths,SH.DTH.IMRT,21901
Peru,PER,1997,Number of infant deaths,SH.DTH.IMRT,23810
Peru,PER,1996,Number of infant deaths,SH.DTH.IMRT,25799
Peru,PER,1995,Number of infant deaths,SH.DTH.IMRT,27845
Peru,PER,1994,Number of infant deaths,SH.DTH.IMRT,29883
Peru,PER,1993,Number of infant deaths,SH.DTH.IMRT,31875
Peru,PER,1992,Number of infant deaths,SH.DTH.IMRT,33774
Peru,PER,1991,Number of infant deaths,SH.DTH.IMRT,35547
Peru,PER,1990,Number of infant deaths,SH.DTH.IMRT,37200
Peru,PER,1989,Number of infant deaths,SH.DTH.IMRT,38723
Peru,PER,1988,Number of infant deaths,SH.DTH.IMRT,40215
Peru,PER,1987,Number of infant deaths,SH.DTH.IMRT,41765
Peru,PER,1986,Number of infant deaths,SH.DTH.IMRT,43389
Peru,PER,1985,Number of infant deaths,SH.DTH.IMRT,45006
Peru,PER,1984,Number of infant deaths,SH.DTH.IMRT,46548
Peru,PER,1983,Number of infant deaths,SH.DTH.IMRT,47973
Peru,PER,1982,Number of infant deaths,SH.DTH.IMRT,49241
Peru,PER,1981,Number of infant deaths,SH.DTH.IMRT,50298
Peru,PER,1980,Number of infant deaths,SH.DTH.IMRT,51176
Peru,PER,1979,Number of infant deaths,SH.DTH.IMRT,51893
Peru,PER,1978,Number of infant deaths,SH.DTH.IMRT,52451
Peru,PER,1977,Number of infant deaths,SH.DTH.IMRT,52899
Peru,PER,1976,Number of infant deaths,SH.DTH.IMRT,53322
Peru,PER,1975,Number of infant deaths,SH.DTH.IMRT,53790
Peru,PER,1974,Number of infant deaths,SH.DTH.IMRT,54354
Peru,PER,1973,Number of infant deaths,SH.DTH.IMRT,55013
Peru,PER,1972,Number of infant deaths,SH.DTH.IMRT,55747
Peru,PER,1971,Number of infant deaths,SH.DTH.IMRT,56550
Peru,PER,1970,Number of infant deaths,SH.DTH.IMRT,57336
Peru,PER,1969,Number of infant deaths,SH.DTH.IMRT,58130
Peru,PER,1968,Number of infant deaths,SH.DTH.IMRT,58892
Peru,PER,1967,Number of infant deaths,SH.DTH.IMRT,59647
Peru,PER,1966,Number of infant deaths,SH.DTH.IMRT,60405
Peru,PER,1965,Number of infant deaths,SH.DTH.IMRT,61105
Peru,PER,1964,Number of infant deaths,SH.DTH.IMRT,61712
Peru,PER,1963,Number of infant deaths,SH.DTH.IMRT,62155
Peru,PER,1962,Number of infant deaths,SH.DTH.IMRT,62417
Peru,PER,1961,Number of infant deaths,SH.DTH.IMRT,62478
Peru,PER,1960,Number of infant deaths,SH.DTH.IMRT,62398
Peru,PER,2017,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2016,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2015,International migrant stock (% of population),SM.POP.TOTL.ZS,0.289645141
Peru,PER,2014,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2013,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2012,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2011,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2010,International migrant stock (% of population),SM.POP.TOTL.ZS,0.286195339
Peru,PER,2009,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2008,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2007,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2006,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2005,International migrant stock (% of population),SM.POP.TOTL.ZS,0.280839767
Peru,PER,2004,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2003,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2002,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2001,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2000,International migrant stock (% of population),SM.POP.TOTL.ZS,0.255810611
Peru,PER,1999,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1998,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1997,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1996,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1995,International migrant stock (% of population),SM.POP.TOTL.ZS,0.23600218
Peru,PER,1994,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1993,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1992,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1991,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1990,International migrant stock (% of population),SM.POP.TOTL.ZS,0.297915512
Peru,PER,1989,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1988,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1987,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1986,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1985,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1984,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1983,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1982,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1981,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1980,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1979,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1978,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1977,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1976,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1975,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1974,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1973,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1972,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1971,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1970,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1969,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1968,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1967,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1966,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1965,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1964,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1963,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1962,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1961,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,1960,International migrant stock (% of population),SM.POP.TOTL.ZS,
Peru,PER,2017,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2016,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2015,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2014,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2013,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2012,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2011,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2010,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2009,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2008,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2007,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2006,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2005,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2004,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2003,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2002,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2001,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,2000,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1999,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1998,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1997,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1996,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1995,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1994,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1993,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1992,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1991,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1990,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1989,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1988,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1987,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1986,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1985,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1984,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1983,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1982,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1981,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1980,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1979,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1978,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1977,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1976,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1975,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1974,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1973,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1972,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1971,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1970,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1969,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1968,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1967,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1966,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1965,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1964,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1963,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1962,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1961,Land area (sq. km),AG.LND.TOTL.K2,1280000
Peru,PER,1960,Land area (sq. km),AG.LND.TOTL.K2,
Peru,PER,2017,Population growth (annual %),SP.POP.GROW,1.2250705
Peru,PER,2016,Population growth (annual %),SP.POP.GROW,1.257862325
Peru,PER,2015,Population growth (annual %),SP.POP.GROW,1.293736852
